tweet_id,topic,likes,retweets,replies,virality_score,temporal_decay,Engagement,Followers,Timestamp,user_activity,location,content,hashtags
tweet_100,politics,2032,4293,2190,0.324860332,0.30027269,6141,561336,2/4/2023 14:53,41,Sydney,The latest smartphone features are game-changing!,"#Innovation, #Future, #Tech"
tweet_101,internet,1241,4631,432,0.083353881,0.876392211,12593,455269,11/16/2023 7:42,52,San Francisco,Election campaigns are heating up ahead of the big day.,"#Politics, #Debate, #PolicyChange"
tweet_102,politics,6713,380,1148,0.908532313,0.723588764,9662,458275,10/18/2023 19:56,8,Dubai,AI is revolutionizing industries worldwide.,"#AI, #Future"
tweet_103,politics,7988,1494,1434,0.74440284,0.578468207,14101,938807,9/13/2023 3:41,69,Tokyo,Fans eagerly await the season finale of the hit series.,"#Celebrities, #Movies"
tweet_104,movies,7502,3257,570,0.966043937,0.062742576,9195,676524,11/30/2023 2:10,47,Dubai,The future of online learning: trends to watch.,"#Scholarships, #Education, #Learning"
tweet_105,economy,7060,1222,552,0.241324026,0.412041994,11811,736764,9/4/2023 1:42,90,Berlin,New research methods revolutionize academic studies.,"#Research, #Learning, #Scholarships"
tweet_106,big companies,3067,1031,793,0.316914374,0.454316517,6241,603913,9/29/2023 17:35,17,Sydney,Tech conferences highlight innovations in AI and VR.,"#Tech, #Future, #AI"
tweet_107,jobs,5409,483,983,0.558279078,0.575960893,10784,473547,7/31/2023 3:40,70,Mumbai,Health trends: the rise of plant-based diets.,"#Health, #Research, #MentalHealth"
tweet_108,sports,4294,3297,2046,0.681343453,0.473233098,12324,738450,5/31/2023 13:16,17,Mumbai,Election campaigns are heating up ahead of the big day.,"#Politics, #Elections"
tweet_109,shows,9481,1422,368,0.905119444,0.068130976,7936,184392,2/16/2023 16:39,71,Sydney,The latest smartphone features are game-changing!,#Tech
tweet_110,movies,8922,128,2360,0.564890028,0.904827341,9799,41560,8/24/2023 5:07,30,Dubai,Global trade talks set to resume next month.,"#Trade, #Economy, #Finance"
tweet_111,shows,1368,2086,2395,0.343957699,0.455176632,2013,789289,11/6/2023 1:53,60,Berlin,Celebrity news: an iconic actor returns to the big screen.,#Movies
tweet_112,AI,8725,3109,184,0.258064874,0.147161788,6941,816664,9/27/2023 6:00,89,New York,Scholarship opportunities expand access to higher education.,"#Research, #Education"
tweet_113,sports,8900,2194,1344,0.875012011,0.317819737,8235,806688,5/9/2023 12:50,1,San Francisco,The blockbuster movie breaks box office records!,"#Movies, #Celebrities, #BoxOffice"
tweet_114,influencer,8661,3222,714,0.707787915,0.791817387,10768,407265,1/16/2023 16:23,5,Tokyo,Tips for maintaining mental health during stressful times.,"#Health, #Wellness"
tweet_115,politics,9459,3988,1185,0.27235036,0.618647814,7546,657438,8/11/2023 20:54,47,Sydney,Top destinations for 2024: where will you go?,"#Destinations, #Adventure"
tweet_116,internet,2842,2023,2990,0.729300387,0.331817962,11938,618112,12/7/2023 6:26,9,New York,Global trade talks set to resume next month.,"#Trade, #Finance, #StockMarket"
tweet_117,AI,6721,4615,637,0.262840963,0.700383139,12438,539776,3/1/2023 5:26,23,London,Global trade talks set to resume next month.,"#Finance, #Trade, #StockMarket"
tweet_118,AI,5411,4884,1996,0.153723207,0.084754117,8388,710466,9/28/2023 16:47,17,London,An incredible comeback by the home team last night!,"#Athletics, #Championship, #Sports"
tweet_119,influencer,6466,1633,2821,0.909731846,0.85284601,5650,553791,6/3/2023 1:51,49,Tokyo,Scholarship opportunities expand access to higher education.,"#Research, #Education"
tweet_120,AI,1110,3394,2241,0.724186944,0.108889824,6923,790393,9/27/2023 14:41,72,London,Unemployment rates show signs of recovery.,"#Finance, #StockMarket"
tweet_121,jobs,7139,3303,2992,0.030717421,0.165445467,9497,171300,7/7/2023 19:25,75,London,The new policy is sparking debates across the nation.,"#Politics, #PolicyChange"
tweet_122,politics,7232,674,1217,0.462494314,0.399379908,10110,880984,10/1/2023 18:41,66,Sydney,Celebrity news: an iconic actor returns to the big screen.,#BoxOffice
tweet_123,jobs,2970,3375,2202,0.736446573,0.922492568,7194,251792,2/7/2023 2:38,21,Dubai,Fans eagerly await the season finale of the hit series.,#Celebrities
tweet_124,shows,8082,3088,2050,0.934598569,0.2999813,5868,438669,2/12/2023 0:01,63,London,Top destinations for 2024: where will you go?,"#Adventure, #Explore, #Destinations"
tweet_125,influencer,4118,2201,2616,0.02266263,0.20924183,13188,375930,3/7/2023 23:47,80,London,New breakthroughs in cancer research bring hope.,"#Health, #Wellness"
tweet_126,influencer,5869,119,464,0.753384632,0.626009098,6067,299716,9/3/2023 10:13,60,London,Stock markets experience major fluctuations today.,"#StockMarket, #Finance, #Economy"
tweet_127,politics,4207,814,75,0.518525687,0.543623255,9625,451614,4/22/2023 10:57,51,San Francisco,The blockbuster movie breaks box office records!,"#Celebrities, #Movies"
tweet_128,politics,8207,754,274,0.783462886,0.800231191,5899,45224,9/30/2023 18:32,14,Mumbai,New breakthroughs in cancer research bring hope.,"#Research, #Health, #MentalHealth"
tweet_129,jobs,886,90,2189,0.637358288,0.190339989,7117,424832,12/16/2023 2:32,5,San Francisco,The championship finals are set for this weekend.,"#Sports, #Athletics"
tweet_130,shows,2221,3537,400,0.814417435,0.70274402,5997,193437,1/22/2023 17:44,22,Dubai,Health trends: the rise of plant-based diets.,#MentalHealth
tweet_131,shows,5738,2666,779,0.79892802,0.7158803,10832,913417,5/20/2023 9:27,92,Berlin,Scholarship opportunities expand access to higher education.,"#Education, #Research"
tweet_132,jobs,2282,3185,2488,0.80123921,0.176702049,8560,823051,9/24/2023 10:21,66,Berlin,Health trends: the rise of plant-based diets.,"#Health, #Wellness, #Research"
tweet_133,shows,8296,244,2735,0.302968601,0.313497598,4378,818416,12/30/2023 1:54,78,San Francisco,New breakthroughs in cancer research bring hope.,"#Research, #MentalHealth"
tweet_134,big companies,9934,2341,938,0.062340289,0.100656007,6742,863861,5/10/2023 6:05,34,Sydney,Fans eagerly await the season finale of the hit series.,#SeriesFinale
tweet_135,internet,8425,2460,1034,0.723436465,0.570067885,12431,271542,3/3/2023 23:04,3,Dubai,An incredible comeback by the home team last night!,"#Sports, #Championship"
tweet_136,jobs,5445,2696,966,0.229449415,0.042551708,14016,400769,7/9/2023 6:01,11,New York,Unemployment rates show signs of recovery.,"#Economy, #StockMarket"
tweet_137,internet,5198,2521,317,0.551618321,0.34290755,1177,109282,2/25/2023 5:29,64,San Francisco,Scholarship opportunities expand access to higher education.,"#Scholarships, #Research, #Education"
tweet_138,influencer,7853,1820,2213,0.749627069,0.115306698,7138,165644,7/20/2023 17:15,41,Sydney,Celebrity news: an iconic actor returns to the big screen.,#Celebrities
tweet_139,sports,6398,107,2231,0.490538146,0.960053807,3053,925766,6/3/2023 22:06,72,Sydney,Global trade talks set to resume next month.,"#Trade, #Economy"
tweet_140,economy,604,4055,2416,0.203773759,0.963745109,12186,360872,10/31/2023 12:34,66,San Francisco,Celebrity news: an iconic actor returns to the big screen.,"#BoxOffice, #SeriesFinale"
tweet_141,movies,4252,2181,299,0.923392969,0.684956668,4395,797405,2/24/2023 10:49,10,New York,Breaking records and making history in athletics.,#Athletics
tweet_142,politics,4516,4844,377,0.966385825,0.364078645,13179,295775,9/23/2023 17:48,15,San Francisco,Breaking records and making history in athletics.,#TeamSpirit
tweet_143,movies,9854,1258,1090,0.07406076,0.656216483,10483,400572,3/8/2023 23:08,18,London,Unemployment rates show signs of recovery.,"#Trade, #StockMarket, #Finance"
tweet_144,big companies,2621,3982,2063,0.609026909,0.585361488,9261,848454,7/30/2023 18:36,44,San Francisco,Airline industry announces new routes and services.,"#Explore, #Adventure"
tweet_145,internet,1827,4578,947,0.1228813,0.875109572,9748,775945,1/1/2023 18:58,11,New York,The championship finals are set for this weekend.,"#TeamSpirit, #Athletics, #Championship"
tweet_146,economy,9345,2975,1268,0.862597589,0.427618518,10085,493962,7/3/2023 22:08,60,Tokyo,The championship finals are set for this weekend.,"#TeamSpirit, #Sports"
tweet_147,shows,6739,4648,295,0.035065272,0.634949149,10538,280925,9/27/2023 16:32,98,Sydney,Scholarship opportunities expand access to higher education.,#Learning
tweet_148,sports,9532,4864,1787,0.839464211,0.721065675,13255,732877,8/17/2023 4:34,58,New York,Health trends: the rise of plant-based diets.,"#Research, #Health"
tweet_149,AI,899,3538,2254,0.354364459,0.918690204,3788,85814,11/28/2023 10:44,1,London,The future of online learning: trends to watch.,"#Learning, #Education"
tweet_150,big companies,3882,3373,2228,0.11224876,0.29678705,4652,865177,7/13/2023 8:35,24,Berlin,The future of online learning: trends to watch.,"#Education, #Research"
tweet_151,jobs,4542,2942,1785,0.496810518,0.386089069,11541,491468,3/1/2023 9:46,2,Mumbai,New breakthroughs in cancer research bring hope.,"#Research, #Wellness, #MentalHealth"
tweet_152,shows,8502,2062,2461,0.413034677,0.492346721,5329,119668,1/14/2023 21:37,49,San Francisco,Election campaigns are heating up ahead of the big day.,"#Debate, #PolicyChange, #Elections"
tweet_153,jobs,608,3365,820,0.42585539,0.169133941,11329,467332,6/24/2023 5:06,36,Sydney,Celebrity news: an iconic actor returns to the big screen.,#BoxOffice
tweet_154,big companies,1063,2304,1310,0.082383418,0.4921154,13465,469900,6/4/2023 7:21,50,Mumbai,Unemployment rates show signs of recovery.,"#Finance, #Trade, #StockMarket"
tweet_155,internet,466,653,711,0.914238229,0.192999685,12120,285013,2/20/2023 22:50,79,Tokyo,Health trends: the rise of plant-based diets.,#Wellness
tweet_156,shows,1774,3138,2750,0.985341312,0.250290406,7581,931346,12/16/2023 2:30,67,Tokyo,The blockbuster movie breaks box office records!,"#Movies, #BoxOffice"
tweet_157,economy,3191,3130,1227,0.474875507,0.502689901,9873,395017,6/29/2023 5:16,22,San Francisco,Fans eagerly await the season finale of the hit series.,"#Movies, #SeriesFinale"
tweet_158,politics,1947,117,473,0.491338988,0.898862819,11125,972901,9/12/2023 10:08,51,Tokyo,Election campaigns are heating up ahead of the big day.,#Politics
tweet_159,internet,6212,3157,509,0.00939113,0.45059117,13396,193606,11/14/2023 6:38,46,San Francisco,New breakthroughs in cancer research bring hope.,"#Health, #Research, #MentalHealth"
tweet_160,AI,9900,3962,1046,0.214376679,0.082221876,2786,383118,11/22/2023 11:25,65,Sydney,Travel tips for budget-friendly adventures abroad.,"#Adventure, #Explore, #Destinations"
tweet_161,big companies,2377,1092,1146,0.839309711,0.060949673,4673,252904,3/14/2023 6:08,50,Mumbai,Travel tips for budget-friendly adventures abroad.,#Destinations
tweet_162,shows,5043,3312,1694,0.505678762,0.344924073,9215,174378,1/24/2023 19:36,25,Sydney,Scholarship opportunities expand access to higher education.,#Research
tweet_163,influencer,2739,514,172,0.961164706,0.780728215,8962,919743,12/27/2023 1:46,16,London,Unemployment rates show signs of recovery.,"#Economy, #Finance"
tweet_164,economy,2324,3591,1356,0.336318408,0.380979126,13390,908604,3/12/2023 16:50,79,Mumbai,Fans eagerly await the season finale of the hit series.,"#Movies, #SeriesFinale"
tweet_165,influencer,8988,1843,883,0.562489006,0.336822091,6634,332936,10/27/2023 10:56,62,Sydney,Celebrity news: an iconic actor returns to the big screen.,"#SeriesFinale, #Celebrities"
